Sale_Order_No,Order_Date,Plant,Product_Group,Product,Unit_Price,System_Price,Price_Variance_Pct
SO8013094,2025-01-09,P102,LAUNDRY,DRYER,789.68,1010.5,27.963225610373833
SO8041888,2025-01-09,P102,REF,BMF,2981.44,3665.32,22.93790919823978
SO8063774,2025-01-10,P103,DW,DW,897.32,1156.98,28.9372799001471
SO8012093,2025-01-11,P101,REF,1DOOR,847.09,1121.23,32.36255887804129
SO8031277,2025-01-12,P101,REF,FDR,2848.97,3215.87,12.878338487242763
SO8074387,2025-01-12,P108,REF,TMF,2239.79,2660.45,18.781225025560424
SO8050895,2025-01-13,P102,REF,TMF,3153.62,3796.85,20.39656014358103
SO8069017,2025-01-13,P104,REF,1DOOR,3028.83,3907.81,29.020446839208542
SO8013502,2025-01-13,P102,REF,BMF,2562.81,3231.95,26.10962186037981
SO8035295,2025-01-14,P105,REF,FDR,2277.62,3071.39,34.85085308348188
SO8070672,2025-01-15,P102,REF,WINE CELLAR,1750.54,2021.21,15.462085984896094
SO8020353,2025-01-15,P103,COOKING,OVEN,1665.16,1999.0,20.048523865574474
SO8055058,2025-01-15,P102,REF,SBS,2032.48,2334.32,14.85082264032119
SO8049612,2025-01-16,P103,LAUNDRY,WASHER,941.23,1112.88,18.236775283405766
SO8023425,2025-01-17,P101,DW,DW,488.93,591.55,20.988689587466496
SO8004570,2025-01-18,P102,COOKING,COOKTOP,1766.97,2324.68,31.563071246257707
SO8025359,2025-01-18,P107,LAUNDRY,WASHER,758.11,1018.85,34.39342575615676
SO8072487,2025-01-18,P101,LAUNDRY,DRYER,849.12,963.86,13.5128132654984
SO8075389,2025-01-21,P103,REF,1DOOR,2599.32,3186.84,22.602834587507502
SO8017610,2025-01-21,P108,LAUNDRY,WASHER,922.11,1161.56,25.96761774625586
SO8084997,2025-01-22,P102,REF,SBS,2282.48,2662.99,16.6709018260839
SO8025209,2025-01-22,P106,COOKING,OVEN,1340.03,1585.15,18.29212778818386
SO8080588,2025-01-22,P103,REF,SBS,2233.28,2778.05,24.393269092993265
SO8003750,2025-01-23,P107,COOKING,OTHERS,1681.9,2084.67,23.947321481657646
SO8080678,2025-01-23,P103,DW,DW,572.34,689.72,20.508788482370615
SO8062062,2025-01-23,P102,REF,SBS,2274.28,2643.12,16.217879944421956
SO8011484,2025-01-24,P107,REF,FDR,2543.61,3067.7,20.60418067235149
SO8073749,2025-01-24,P102,REF,TMF,1191.52,1608.39,34.98640392104204
SO8071843,2025-01-24,P105,REF,BMF,2618.71,3205.45,22.40568829690954
SO8076979,2025-01-24,P105,REF,1DOOR,2658.97,3086.75,16.0881845225783
SO8024933,2025-01-24,P107,COOKING,MWO,886.5,1083.53,22.225606316976872
SO8052095,2025-01-27,P108,REF,1DOOR,2135.73,2406.28,12.667799768697364
SO8009951,2025-01-27,P103,REF,FDR,1483.88,1912.53,28.887106774132672
SO8004706,2025-01-28,P103,COOKING,MWO,609.9,778.26,27.604525332021645
SO8069830,2025-01-28,P108,COOKING,RANGE/COOKER,1419.86,1792.58,26.250475398983003
SO8014593,2025-01-28,P101,COOKING,OTHERS,988.58,1214.43,22.845900180056244
SO8033635,2025-01-29,P107,COOKING,COOKTOP,1214.57,1544.66,27.1775196159958
SO8054584,2025-01-29,P104,LAUNDRY,DRYER,817.26,1033.62,26.473827178621235
SO8042920,2025-01-29,P103,LAUNDRY,DRYER,1405.77,1632.55,16.13208419584996
SO8028573,2025-01-30,P103,COOKING,MWO,1932.71,2511.6,29.95224322324611
SO8065024,2025-01-31,P102,COOKING,OVEN,1754.48,2153.61,22.74919064338152
SO8023500,2025-01-31,P104,REF,1DOOR,2119.3,2515.05,18.673618647666682
SO8019328,2025-01-31,P102,DW,DW,501.8,607.19,21.002391390992436
SO8054024,2025-01-31,P101,COOKING,RANGE/COOKER,1296.33,1473.94,13.70098663149045
SO8056907,2025-02-01,P101,LAUNDRY,WASHER,459.1,594.8,29.557830538009135
SO8070178,2025-02-01,P106,REF,1DOOR,2593.26,3317.39,27.923540254351646
SO8054215,2025-02-02,P104,COOKING,RANGE/COOKER,622.84,811.26,30.251750048166453
SO8046341,2025-02-04,P104,LAUNDRY,WASHER,1240.51,1574.65,26.935695802532837
SO8065635,2025-02-04,P103,DW,DW,611.79,696.46,13.839716242501524
SO8054251,2025-02-05,P104,REF,TMF,996.98,1150.83,15.431603442396028
SO8040361,2025-02-06,P102,COOKING,OVEN,1001.79,1149.09,14.703680412062404
SO8089945,2025-02-07,P102,COOKING,MWO,1575.11,1875.7,19.08374653198825
SO8051374,2025-02-07,P108,REF,WINE CELLAR,2475.17,3130.96,26.494745815438936
SO8045008,2025-02-08,P102,LAUNDRY,WASHER,492.83,560.76,13.7836576507112
SO8031376,2025-02-09,P108,REF,WINE CELLAR,1535.34,1849.98,20.493180663566385
SO8043405,2025-02-09,P106,LAUNDRY,DRYER,922.03,1182.83,28.285413706712358
SO8007103,2025-02-10,P104,REF,WINE CELLAR,1794.44,2419.47,34.83147945877264
SO8012562,2025-02-10,P106,LAUNDRY,DRYER,875.83,1036.68,18.36543621479054
SO8034693,2025-02-12,P101,LAUNDRY,DRYER,806.05,994.3,23.35463060604181
SO8062338,2025-02-12,P107,DW,DW,584.97,745.9,27.510812520300178
SO8078871,2025-02-12,P102,LAUNDRY,WASHER,1067.52,1423.39,33.33614358513191
SO8055276,2025-02-12,P104,DW,DW,731.66,844.83,15.467566902659716
SO8026013,2025-02-13,P102,COOKING,MWO,752.84,846.04,12.379788534084259
SO8015083,2025-02-13,P102,LAUNDRY,DRYER,533.29,716.3,34.317163269515646
SO8067174,2025-02-13,P103,COOKING,MWO,675.25,907.94,34.459829692706414
SO8079760,2025-02-13,P106,LAUNDRY,WASHER,635.35,827.68,30.271503895490664
SO8049872,2025-02-14,P103,REF,WINE CELLAR,2503.66,2877.49,14.931340517482402
SO8071510,2025-02-14,P103,REF,TMF,2362.49,3140.52,32.93262616984624
SO8017027,2025-02-14,P103,DW,DW,373.62,450.72,20.635940260157383
SO8082282,2025-02-14,P102,REF,SBS,2437.92,2833.19,16.213411432696724
SO8066069,2025-02-14,P105,DW,DW,773.02,925.75,19.757574189542318
SO8087245,2025-02-15,P106,DW,DW,686.09,909.94,32.62691483624597
SO8088617,2025-02-15,P104,REF,FDR,1669.23,1916.03,14.78526026970519
SO8089460,2025-02-15,P107,REF,1DOOR,2017.34,2451.47,21.51992227388541
SO8065345,2025-02-16,P103,DW,DW,1009.19,1267.52,25.597756616692585
SO8079945,2025-02-16,P103,DW,DW,1002.4,1127.28,12.458100558659217
SO8003833,2025-02-16,P103,COOKING,OTHERS,563.1,675.66,19.989344698987736
SO8064094,2025-02-16,P105,REF,1DOOR,1264.98,1624.37,28.41072586127843
SO8016030,2025-02-16,P108,LAUNDRY,DRYER,1272.26,1510.07,18.691934038639896
SO8046529,2025-02-16,P108,LAUNDRY,WASHER,458.57,549.59,19.848659964672795
SO8043954,2025-02-17,P104,REF,BMF,2127.07,2617.07,23.036383381835105
SO8018164,2025-02-17,P107,LAUNDRY,WASHER,1405.68,1716.06,22.08041659552671
SO8081812,2025-02-18,P104,DW,DW,599.28,680.85,13.611333600320394
SO8066532,2025-02-18,P105,REF,FDR,1102.39,1268.45,15.063634466930933
SO8054744,2025-02-18,P104,COOKING,OVEN,1094.23,1374.67,25.6289811100043
SO8062919,2025-02-18,P107,REF,BMF,2162.28,2555.34,18.1780342971308
SO8010879,2025-02-18,P104,COOKING,MWO,430.16,494.45,14.945601636600326
SO8079533,2025-02-18,P104,REF,1DOOR,2056.2,2372.39,15.377395195019943
SO8010314,2025-02-19,P101,LAUNDRY,DRYER,1515.39,1896.17,25.127524927576395
SO8031154,2025-02-19,P102,COOKING,MWO,1021.14,1145.08,12.137415045929053
SO8061430,2025-02-19,P102,COOKING,OTHERS,980.24,1137.21,16.01342528360402
SO8031002,2025-02-20,P101,REF,SBS,2112.58,2501.54,18.411610447888364
SO8043458,2025-02-21,P103,REF,FDR,3170.12,4120.68,29.98498479552826
SO8057942,2025-02-21,P102,DW,DW,495.3,663.01,33.860286694932356
SO8005466,2025-02-21,P105,COOKING,MWO,943.07,1223.73,29.76025109482859
SO8008613,2025-02-21,P104,REF,WINE CELLAR,2686.46,3388.93,26.148537480550605
SO8054272,2025-02-21,P103,DW,DW,528.0,616.34,16.731060606060613
SO8039133,2025-02-21,P103,REF,SBS,871.98,1140.95,30.84589096080186
SO8015221,2025-02-22,P106,REF,1DOOR,3072.96,4125.79,34.261103301051754
SO8081902,2025-02-22,P104,DW,DW,925.87,1111.6,20.060051627118266
SO8081009,2025-02-23,P103,LAUNDRY,WASHER,937.21,1185.89,26.534074540391167
SO8043235,2025-02-23,P106,DW,DW,927.49,1179.35,27.15500975751759
SO8031116,2025-02-23,P102,COOKING,OVEN,1463.46,1889.21,29.092014814207424
SO8043668,2025-02-23,P107,REF,BMF,1867.14,2279.04,22.060477521771258
SO8028690,2025-02-23,P105,REF,1DOOR,2581.94,3067.23,18.795556829360866
SO8027061,2025-02-24,P104,DW,DW,929.17,1212.11,30.450832463381296
SO8079099,2025-02-24,P102,DW,DW,1055.27,1307.19,23.87256341978831
SO8062872,2025-02-24,P102,COOKING,OVEN,427.15,558.79,30.81821374224511
SO8078434,2025-02-24,P106,COOKING,OTHERS,1581.45,2107.22,33.246071643112316
SO8003765,2025-02-25,P108,COOKING,MWO,647.97,858.37,32.47063907279657
SO8001481,2025-02-25,P102,COOKING,OVEN,734.53,889.25,21.063809510843672
SO8057931,2025-02-25,P104,REF,1DOOR,1179.01,1471.26,24.78774565101229
SO8013312,2025-02-25,P104,REF,1DOOR,1384.71,1802.66,30.18321525806848
SO8081221,2025-02-25,P101,LAUNDRY,WASHER,1019.91,1305.74,28.0250218156504
SO8008876,2025-02-26,P103,REF,TMF,2741.87,3471.91,26.62562411784658
SO8001429,2025-02-26,P102,REF,BMF,1717.57,1968.76,14.624731451993226
SO8025348,2025-02-26,P104,LAUNDRY,WASHER,1269.7,1608.86,26.711821690163017
SO8002949,2025-02-26,P107,REF,WINE CELLAR,2953.95,3539.55,19.824303051845845
SO8050899,2025-02-26,P104,COOKING,OVEN,1148.11,1475.51,28.51643135239656
SO8012390,2025-02-28,P104,DW,DW,543.85,655.11,20.457846832766386
SO8063080,2025-02-28,P101,COOKING,MWO,1258.49,1484.5,17.95882366963583
SO8030883,2025-02-28,P103,COOKING,OVEN,1395.17,1793.45,28.54705878136714
SO8042432,2025-03-01,P104,COOKING,RANGE/COOKER,768.34,894.9,16.471874430590617
SO8074983,2025-03-01,P102,COOKING,COOKTOP,554.61,633.37,14.200970051026845
SO8045637,2025-03-01,P104,COOKING,OTHERS,1926.98,2233.29,15.895857767075942
SO8023588,2025-03-01,P107,COOKING,OVEN,1398.14,1750.74,25.219219820618815
SO8017199,2025-03-01,P102,LAUNDRY,WASHER,1266.72,1562.02,23.312176329417706
SO8074015,2025-03-03,P108,DW,DW,901.62,1099.72,21.971562298972962
SO8067952,2025-03-03,P104,REF,BMF,2533.55,3252.72,28.385861735509444
SO8069035,2025-03-03,P104,REF,SBS,1327.82,1698.65,27.92773116838127
SO8070566,2025-03-03,P104,REF,WINE CELLAR,813.9,993.87,22.112053077773687
SO8002844,2025-03-03,P104,REF,1DOOR,2259.68,2717.08,20.24180414926008
SO8035936,2025-03-03,P104,DW,DW,1007.04,1155.15,14.707459485224037
SO8079789,2025-03-04,P104,REF,FDR,817.33,931.32,13.94663110371576
SO8036542,2025-03-04,P107,REF,BMF,1386.07,1825.51,31.704026492168513
SO8036447,2025-03-04,P103,DW,DW,537.11,670.73,24.877585596991306
SO8077712,2025-03-04,P103,COOKING,MWO,1922.81,2273.95,18.26181473988589
SO8055077,2025-03-04,P102,REF,WINE CELLAR,2244.07,2709.13,20.723952461375976
SO8040503,2025-03-04,P105,REF,WINE CELLAR,1357.45,1631.25,20.17017201370216
SO8044670,2025-03-04,P101,REF,WINE CELLAR,2835.99,3304.44,16.51804131890452
SO8014409,2025-03-04,P102,REF,1DOOR,2029.22,2464.03,21.4274450281389
SO8033850,2025-03-05,P106,LAUNDRY,WASHER,538.78,724.22,34.41850105794574
SO8031311,2025-03-05,P107,COOKING,OVEN,717.79,929.11,29.44036556653061
SO8070877,2025-03-05,P102,DW,DW,1016.11,1335.87,31.469033864443794
SO8063221,2025-03-06,P106,REF,1DOOR,2270.27,2559.58,12.743418183740257
SO8036893,2025-03-06,P106,COOKING,MWO,1694.73,2057.55,21.408719973093067
SO8065622,2025-03-06,P107,COOKING,MWO,897.86,1152.23,28.330697436125902
SO8033825,2025-03-06,P103,REF,WINE CELLAR,2055.63,2339.78,13.823012896289704
SO8051370,2025-03-07,P102,DW,DW,373.6,435.5,16.568522483940036
SO8011576,2025-03-07,P104,REF,SBS,1803.66,2250.68,24.784050209019423
SO8006641,2025-03-07,P108,COOKING,OVEN,552.7,665.83,20.468608648453046
SO8045369,2025-03-07,P105,DW,DW,1021.12,1292.71,26.597265747414607
SO8037065,2025-03-07,P104,DW,DW,992.61,1292.3,30.19211976506381
SO8018992,2025-03-07,P103,COOKING,COOKTOP,1049.04,1206.4,15.000381300999022
SO8018320,2025-03-07,P107,REF,TMF,2051.41,2385.96,16.30829527008254
SO8019423,2025-03-07,P105,REF,TMF,3022.84,3745.01,23.890447393841555
SO8077655,2025-03-08,P101,LAUNDRY,WASHER,1263.84,1455.8,15.188631472338274
SO8034458,2025-03-08,P103,LAUNDRY,DRYER,1359.45,1634.69,20.246423185847217
SO8060385,2025-03-08,P103,COOKING,MWO,1392.61,1857.58,33.38838583666641
SO8061783,2025-03-08,P104,DW,DW,1156.03,1364.51,18.034134062264823
SO8012408,2025-03-08,P108,COOKING,OTHERS,1063.93,1220.06,14.674837630295215
SO8041150,2025-03-09,P102,REF,WINE CELLAR,2578.49,3136.96,21.65880030560523
SO8000304,2025-03-09,P108,COOKING,OTHERS,537.19,666.61,24.092034475697602
SO8012884,2025-03-09,P101,DW,DW,707.38,900.41,27.288020582996403
SO8003339,2025-03-09,P104,COOKING,RANGE/COOKER,844.72,1035.29,22.560138270669565
SO8034829,2025-03-09,P104,DW,DW,418.42,472.14,12.838774437168388
SO8008804,2025-03-10,P108,LAUNDRY,WASHER,804.67,1027.88,27.73932170952069
SO8057896,2025-03-10,P106,REF,TMF,2416.92,2809.45,16.240918193403164
SO8089178,2025-03-10,P101,DW,DW,593.76,705.6,18.835893290218277
SO8028509,2025-03-10,P106,COOKING,COOKTOP,916.54,1200.55,30.98719095729592
SO8009745,2025-03-10,P104,REF,1DOOR,1223.39,1474.04,20.488151774985887
SO8013331,2025-03-11,P102,REF,WINE CELLAR,2871.9,3775.75,31.472196107106786
SO8022650,2025-03-11,P106,REF,BMF,2770.59,3531.31,27.456967649489812
SO8049093,2025-03-11,P106,REF,TMF,2493.05,3330.39,33.5869717815527
SO8049113,2025-03-11,P102,DW,DW,744.7,995.77,33.71424734792533
SO8076790,2025-03-11,P106,COOKING,COOKTOP,535.56,666.55,24.458510717753384
SO8013074,2025-03-11,P103,LAUNDRY,WASHER,1074.28,1388.35,29.235394869121638
SO8074479,2025-03-11,P102,LAUNDRY,WASHER,813.82,1065.82,30.965078272836728
SO8011938,2025-03-11,P104,DW,DW,1179.7,1442.09,22.24209544799524
SO8071734,2025-03-12,P103,REF,1DOOR,1726.59,1981.57,14.76783718195982
SO8037978,2025-03-12,P102,DW,DW,986.83,1142.88,15.81326064266389
SO8031306,2025-03-13,P108,REF,TMF,1525.05,1741.56,14.196911576669619
SO8013652,2025-03-13,P104,REF,TMF,2397.19,3005.65,25.382218347314982
SO8031961,2025-03-13,P102,COOKING,COOKTOP,1601.5,2016.06,25.88573212613175
SO8018950,2025-03-14,P103,REF,1DOOR,1312.78,1496.19,13.97111473361874
SO8024309,2025-03-14,P102,COOKING,OVEN,337.72,432.95,28.19791543290298
SO8027074,2025-03-14,P107,REF,FDR,1690.21,2227.64,31.79664065411989
SO8018011,2025-03-15,P107,LAUNDRY,WASHER,1303.84,1592.93,22.172199042827355
SO8069984,2025-03-15,P108,COOKING,OTHERS,1193.15,1546.73,29.634161672882698
SO8012520,2025-03-15,P103,LAUNDRY,DRYER,1268.01,1606.68,26.70877989921216
SO8018674,2025-03-15,P103,REF,1DOOR,2110.08,2790.46,32.24427509857446
SO8012010,2025-03-15,P107,REF,SBS,2668.38,3093.03,15.914150158523151
SO8021913,2025-03-15,P101,REF,TMF,1789.27,2207.39,23.368189261542412
SO8018392,2025-03-16,P103,DW,DW,1156.33,1415.29,22.394991049267947
SO8040508,2025-03-16,P103,REF,SBS,2233.38,2564.49,14.825511108723086
SO8059180,2025-03-17,P103,REF,BMF,2944.36,3629.49,23.26923338178754
SO8057542,2025-03-17,P101,REF,BMF,1591.36,1866.03,17.260079428916153
SO8009819,2025-03-17,P106,REF,TMF,1917.68,2396.32,24.959325852071256
SO8006685,2025-03-17,P102,REF,FDR,2413.05,2724.52,12.907730880006621
SO8030696,2025-03-18,P106,REF,SBS,2983.76,3452.6,15.713060031637921
SO8032307,2025-03-18,P103,DW,DW,601.61,766.32,27.37820182510265
SO8017136,2025-03-18,P104,DW,DW,999.35,1173.77,17.45334467403812
SO8016821,2025-03-18,P108,COOKING,RANGE/COOKER,1899.32,2224.51,17.121390813554342
SO8089915,2025-03-18,P103,REF,TMF,2331.64,2981.52,27.872227273507065
SO8034179,2025-03-19,P102,LAUNDRY,DRYER,745.6,894.71,19.998658798283266
SO8066321,2025-03-19,P102,LAUNDRY,WASHER,534.21,714.58,33.76387562943412
SO8078359,2025-03-19,P107,REF,FDR,858.06,963.33,12.268372841060078
SO8008860,2025-03-19,P102,LAUNDRY,DRYER,945.93,1265.23,33.75514044379606
SO8075020,2025-03-19,P105,DW,DW,1021.09,1359.03,33.09600524929242
SO8048350,2025-03-20,P101,LAUNDRY,DRYER,1066.74,1321.71,23.901794251645203
SO8024853,2025-03-20,P104,LAUNDRY,WASHER,476.99,601.82,26.170359965617735
SO8038353,2025-03-20,P108,LAUNDRY,WASHER,1143.54,1378.08,20.5099952778215
SO8027480,2025-03-20,P108,REF,1DOOR,2522.64,3110.21,23.291868835822797
SO8028294,2025-03-20,P103,DW,DW,375.8,429.4,14.262905800957949
SO8027464,2025-03-20,P102,DW,DW,784.03,928.85,18.47123196816449
SO8062242,2025-03-20,P104,REF,SBS,3064.42,3995.5,30.383563610732207
SO8016342,2025-03-21,P106,COOKING,MWO,534.65,684.81,28.085663518189463
SO8018609,2025-03-21,P102,REF,BMF,3008.63,3873.31,28.739991291717487
SO8041680,2025-03-21,P106,LAUNDRY,DRYER,545.13,666.18,22.205712398877324
SO8034553,2025-03-21,P103,REF,BMF,1192.78,1499.94,25.751605493049855
SO8073685,2025-03-21,P107,REF,BMF,2802.33,3617.51,29.08936492133333
SO8035690,2025-03-21,P106,COOKING,OVEN,1935.67,2435.91,25.843248074310175
SO8011617,2025-03-22,P104,REF,WINE CELLAR,2574.64,3425.73,33.056660348631276
SO8067819,2025-03-22,P108,DW,DW,979.54,1119.49,14.287318537272602
SO8027991,2025-03-22,P104,DW,DW,473.97,582.77,22.95503934848196
SO8015675,2025-03-22,P103,REF,BMF,2699.89,3364.0,24.597668793913833
SO8042717,2025-03-22,P106,REF,WINE CELLAR,1365.21,1683.01,23.27846997897759
SO8074980,2025-03-23,P103,DW,DW,679.2,856.5,26.104240282685502
SO8080381,2025-03-23,P101,COOKING,RANGE/COOKER,1145.38,1390.07,21.36321570133928
SO8068690,2025-03-24,P104,LAUNDRY,DRYER,1074.07,1218.98,13.491671864962255
SO8045997,2025-03-24,P106,REF,FDR,2643.13,3204.45,21.236942564308215
SO8064437,2025-03-24,P101,REF,1DOOR,2001.46,2532.7,26.54262388456426
SO8077771,2025-03-24,P104,COOKING,RANGE/COOKER,1008.79,1254.89,24.395563001219298
SO8030334,2025-03-24,P103,LAUNDRY,DRYER,779.56,965.95,23.90964133613835
SO8026400,2025-03-25,P104,COOKING,RANGE/COOKER,755.0,986.05,30.602649006622514
SO8067008,2025-03-25,P101,DW,DW,544.43,626.81,15.13142185404919
SO8051658,2025-03-25,P102,REF,1DOOR,1005.03,1252.59,24.632100534312404
SO8076937,2025-03-25,P102,REF,WINE CELLAR,2493.49,3279.47,31.521281416809376
SO8048555,2025-03-25,P108,LAUNDRY,DRYER,1064.42,1366.17,28.34877210123823
SO8083542,2025-03-25,P104,REF,SBS,1162.27,1494.12,28.55188553434227
SO8063241,2025-03-25,P107,REF,WINE CELLAR,2944.29,3806.62,29.28821549507691
SO8007099,2025-03-26,P101,COOKING,MWO,579.8,678.43,17.011038289065194
SO8084755,2025-03-26,P104,COOKING,MWO,913.71,1180.1,29.154764640859774
SO8023853,2025-03-26,P104,LAUNDRY,WASHER,1449.96,1874.7,29.29322188198295
SO8052972,2025-03-26,P103,LAUNDRY,DRYER,1046.73,1387.73,32.577646575525684
SO8089016,2025-03-26,P104,REF,FDR,2447.98,2906.52,18.73136218433157
SO8042849,2025-03-26,P101,LAUNDRY,DRYER,717.95,966.1,34.563688279128066
SO8048123,2025-03-26,P106,REF,1DOOR,1206.81,1443.1,19.579718431236067
SO8041472,2025-03-26,P105,REF,SBS,2087.85,2664.07,27.598725962114152
SO8072582,2025-03-26,P107,DW,DW,628.69,750.76,19.41656460258632
SO8027798,2025-03-26,P103,REF,SBS,3017.01,3678.7,21.93197901233339
SO8075215,2025-03-26,P104,LAUNDRY,WASHER,1107.78,1400.2,26.396938020184518
SO8046274,2025-03-26,P101,COOKING,RANGE/COOKER,1488.68,1894.03,27.22882016282881
SO8026427,2025-03-26,P107,REF,FDR,1755.13,2283.33,30.094636864505752
SO8075496,2025-03-26,P103,LAUNDRY,WASHER,880.34,1067.84,21.298589181452606
SO8056661,2025-03-26,P106,LAUNDRY,WASHER,1018.13,1322.8,29.924469370316164
SO8021336,2025-03-27,P104,REF,TMF,1430.39,1659.56,16.021504624612856
SO8041069,2025-03-27,P104,DW,DW,353.84,460.62,30.177481347501704
SO8033577,2025-03-27,P103,REF,SBS,963.97,1227.81,27.370146373849803
SO8036282,2025-03-27,P104,LAUNDRY,DRYER,1453.38,1637.96,12.700050915796277
SO8026555,2025-03-28,P104,LAUNDRY,DRYER,942.85,1085.73,15.154054197380281
SO8079701,2025-03-28,P102,REF,SBS,1559.68,1890.84,21.232560525235936
SO8086356,2025-03-28,P107,LAUNDRY,DRYER,1085.96,1316.63,21.2411138531806
SO8007176,2025-03-28,P107,REF,1DOOR,1791.59,2321.44,29.57428876026324
SO8033906,2025-03-28,P102,REF,BMF,1860.21,2395.96,28.800511770176485
SO8085201,2025-03-28,P101,REF,BMF,1289.88,1456.46,12.914379632213842
SO8059888,2025-03-28,P105,REF,WINE CELLAR,1999.2,2639.3,32.01780712284915
SO8046676,2025-03-28,P104,REF,BMF,2262.05,2738.17,21.04816427576755
SO8017922,2025-03-29,P104,LAUNDRY,DRYER,1418.59,1889.42,33.189998519656854
SO8074365,2025-03-29,P107,DW,DW,1120.57,1454.43,29.793765672827234
SO8046720,2025-03-29,P103,COOKING,MWO,640.49,844.18,31.802213929959866
SO8081906,2025-03-29,P103,REF,SBS,1336.12,1543.54,15.524054725623454
SO8040530,2025-03-29,P102,COOKING,MWO,1866.54,2230.9,19.520610327129347
SO8052166,2025-03-29,P104,REF,SBS,3048.36,3587.76,17.694760461362833
SO8059788,2025-03-29,P106,REF,FDR,1067.45,1367.46,28.105297672022107
SO8080030,2025-03-29,P107,REF,SBS,1023.33,1212.05,18.44175388193446
SO8031514,2025-03-29,P106,LAUNDRY,WASHER,1002.42,1318.52,31.533688473893186
SO8018817,2025-03-30,P104,REF,FDR,2712.93,3576.21,31.8209463568909
SO8054435,2025-03-30,P103,DW,DW,359.28,480.67,33.78701848140727
SO8058549,2025-03-30,P108,COOKING,RANGE/COOKER,648.04,757.42,16.878587741497437
SO8082968,2025-03-30,P104,REF,BMF,1275.02,1591.93,24.855296387507654
SO8056883,2025-03-31,P102,COOKING,OTHERS,477.85,571.79,19.65888877262738
SO8049908,2025-03-31,P101,REF,FDR,2958.83,3696.62,24.93519397870104
SO8059515,2025-03-31,P107,REF,FDR,1950.18,2321.64,19.047472540996203
SO8018629,2025-03-31,P103,COOKING,RANGE/COOKER,371.59,495.28,33.28668693990689
SO8067637,2025-03-31,P103,DW,DW,465.5,591.28,27.0204081632653
SO8051196,2025-03-31,P105,COOKING,OTHERS,1125.39,1367.89,21.548085552563997
SO8084455,2025-04-01,P103,COOKING,MWO,313.7,399.42,27.32547019445331
SO8023637,2025-04-01,P104,DW,DW,784.49,990.07,26.205560300322507
SO8066704,2025-04-01,P104,REF,FDR,1322.01,1482.81,12.1632967980575
SO8060724,2025-04-01,P101,REF,TMF,1225.41,1586.4,29.458711778098756
SO8079596,2025-04-01,P101,REF,WINE CELLAR,2632.08,3445.64,30.909394851220327
SO8059669,2025-04-01,P101,REF,1DOOR,950.74,1066.07,12.130550939268351
SO8033467,2025-04-01,P103,REF,FDR,1427.92,1845.48,29.24253459577567
SO8051055,2025-04-02,P103,LAUNDRY,WASHER,468.61,535.92,14.363756641983727
SO8056731,2025-04-02,P107,REF,TMF,3039.56,3572.99,17.549579544407738
SO8028563,2025-04-02,P104,COOKING,OVEN,1892.01,2511.58,32.746655673067266
SO8014238,2025-04-02,P108,LAUNDRY,WASHER,474.06,632.24,33.36708433531621
SO8014139,2025-04-02,P102,LAUNDRY,WASHER,712.07,848.42,19.148398331624687
SO8051143,2025-04-02,P106,COOKING,OVEN,1489.9,1790.0,20.142291428954955
SO8067590,2025-04-03,P101,COOKING,COOKTOP,1312.33,1743.14,32.827871038534525
SO8010939,2025-04-03,P104,COOKING,MWO,373.21,419.1,12.296026365853017
SO8008740,2025-04-03,P107,LAUNDRY,WASHER,726.51,823.06,13.289562428596986
SO8020753,2025-04-03,P104,REF,SBS,1629.19,2097.17,28.724703687108317
SO8051592,2025-04-04,P104,DW,DW,411.86,487.75,18.426164230563778
SO8005509,2025-04-04,P103,LAUNDRY,WASHER,1339.67,1644.8,22.776504661595755
SO8083742,2025-04-04,P107,DW,DW,561.41,728.27,29.72159384407118
SO8044330,2025-04-04,P104,LAUNDRY,DRYER,1282.22,1470.35,14.672209137277525
SO8021334,2025-04-04,P101,COOKING,OTHERS,1831.02,2466.57,34.7101615493004
SO8075185,2025-04-04,P104,LAUNDRY,DRYER,810.84,1001.93,23.56691825760938
SO8051161,2025-04-04,P103,REF,BMF,807.63,961.07,18.998798954967008
SO8074593,2025-04-04,P108,LAUNDRY,DRYER,909.94,1222.41,34.339626788579466
SO8044525,2025-04-04,P103,REF,1DOOR,2278.17,2688.54,18.013142127233696
SO8045497,2025-04-04,P107,COOKING,OTHERS,1552.26,1994.29,28.476543877958587
SO8041965,2025-04-04,P101,COOKING,OTHERS,926.48,1071.95,15.701364303600728
SO8073683,2025-04-05,P102,REF,FDR,1715.8,2088.12,21.699498776081125
SO8064139,2025-04-05,P103,REF,1DOOR,1995.38,2277.91,14.159207769948567
SO8004240,2025-04-05,P105,LAUNDRY,DRYER,578.62,715.35,23.630361895544574
SO8045898,2025-04-05,P104,DW,DW,686.06,855.77,24.736903477829937
SO8051892,2025-04-06,P104,COOKING,COOKTOP,1931.81,2573.55,33.219623047815276
SO8041643,2025-04-06,P102,DW,DW,1088.46,1412.68,29.787038568252395
SO8041633,2025-04-06,P104,REF,FDR,1395.92,1632.33,16.9357842856324
SO8020499,2025-04-06,P103,REF,BMF,2598.14,2969.65,14.299075492467697
SO8002521,2025-04-06,P101,DW,DW,561.65,678.16,20.74423573399804
SO8068254,2025-04-06,P106,LAUNDRY,WASHER,1049.57,1245.74,18.69051135226808
SO8053593,2025-04-06,P104,REF,TMF,1271.38,1598.81,25.753905205367385
